Environment	Season	Replication	Block	Row	Col	Yield	Genotype
BDTanore	2018DS	2	NA	1	82	1567.561121	Genotype_10462
BDTanore	2018DS	2	NA	1	83	576.9230769	Genotype_10413
BDTanore	2018DS	2	NA	1	84	184.078712	Genotype_10813
BDTanore	2018DS	2	NA	1	85	385.19678	Genotype_10582
BDTanore	2018DS	2	NA	1	86	929.3679189	Genotype_10970
BDTanore	2018DS	2	NA	2	86	852.9815146	Genotype_10799
BDTanore	2018DS	2	NA	2	85	422.6296959	Genotype_10760
BDTanore	2018DS	2	NA	2	84	1798.330352	Genotype_10184
BDTanore	2018DS	2	NA	2	83	178.4436494	Genotype_10856
BDTanore	2018DS	2	NA	2	82	297.6147883	Genotype_10793
BDTanore	2018DS	2	NA	2	81	404.5319022	Genotype_10919
BDTanore	2018DS	2	NA	2	80	331.7829457	Genotype_10375
BDTanore	2018DS	2	NA	2	79	364.4007156	Genotype_10292
BDTanore	2018DS	2	NA	2	78	139.3112701	Genotype_10605
BDTanore	2018DS	2	NA	2	77	454.9791294	Genotype_10444
BDTanore	2018DS	2	NA	2	76	322.0035778	Genotype_10472
BDTanore	2018DS	2	NA	2	75	265.4740608	Genotype_10445
BDTanore	2018DS	2	NA	2	74	457.7370304	Genotype_10473
BDTanore	2018DS	2	NA	2	73	851.0733453	Genotype_10695
BDTanore	2018DS	2	NA	2	72	66.78592725	Genotype_10175
BDTanore	2018DS	2	NA	2	71	226.8187239	Genotype_10615
BDTanore	2018DS	2	NA	2	70	473.8073942	Genotype_10720
BDTanore	2018DS	2	NA	2	69	1235.062612	Genotype_10334
BDTanore	2018DS	2	NA	2	68	1878.428742	Genotype_10436
BDTanore	2018DS	2	NA	2	67	855.7692308	Genotype_10195
BDTanore	2018DS	2	NA	2	66	275.8050089	Genotype_10439
BDTanore	2018DS	2	NA	2	65	1569.022063	Genotype_10912
BDTanore	2018DS	2	NA	2	64	578.0858676	Genotype_10595
BDTanore	2018DS	2	NA	2	63	506.4400716	Genotype_10748
BDTanore	2018DS	2	NA	2	62	536.1359571	Genotype_10923
BDTanore	2018DS	2	NA	2	61	1083.333333	Genotype_10775
BDTanore	2018DS	2	NA	2	60	1444.543828	Genotype_10545
BDTanore	2018DS	2	NA	2	59	2120.304114	Genotype_10630
BDTanore	2018DS	2	NA	2	58	2390.578414	Genotype_10762
BDTanore	2018DS	2	NA	2	57	1085.13715	Genotype_10499
BDTanore	2018DS	2	NA	2	56	831.1419201	Genotype_10633
BDTanore	2018DS	2	NA	2	55	242.6952892	Genotype_10485
BDTanore	2018DS	2	NA	2	54	223.5241503	Genotype_10483
BDTanore	2018DS	2	NA	2	53	353.9654144	Genotype_10448
BDTanore	2018DS	2	NA	2	52	750.5068575	Genotype_10704
BDTanore	2018DS	2	NA	2	51	751.3416816	Genotype_10467
BDTanore	2018DS	2	NA	2	50	227.549195	Genotype_10386
BDTanore	2018DS	2	NA	2	49	183.6612999	Genotype_10736
BDTanore	2018DS	2	NA	2	48	179.2784735	Genotype_10318
BDTanore	2018DS	2	NA	2	47	151.7218247	Genotype_10592
BDTanore	2018DS	2	NA	2	46	386.4042934	Genotype_10847
BDTanore	2018DS	2	NA	2	45	766.5474061	Genotype_10198
BDTanore	2018DS	2	NA	2	44	472.2719141	Genotype_10673
BDTanore	2018DS	2	NA	3	44	313.372093	Genotype_10211
BDTanore	2018DS	2	NA	3	45	536.6428145	Genotype_10977
BDTanore	2018DS	2	NA	3	46	237.1794872	Genotype_10340
BDTanore	2018DS	2	NA	3	47	680.1207513	Genotype_10610
BDTanore	2018DS	2	NA	3	48	804.1144902	Genotype_10925
BDTanore	2018DS	2	NA	3	49	747.763864	Genotype_10725
BDTanore	2018DS	2	NA	3	50	452.8920692	Genotype_10904
BDTanore	2018DS	2	NA	3	51	705.1282051	Genotype_10596
BDTanore	2018DS	2	NA	3	52	695.5277281	Genotype_10611
BDTanore	2018DS	2	NA	3	53	738.4168157	Genotype_10844
BDTanore	2018DS	2	NA	3	54	273.9266547	Genotype_10222
BDTanore	2018DS	2	NA	3	55	1529.651163	Genotype_10311
BDTanore	2018DS	2	NA	3	56	408.5420394	Genotype_10489
BDTanore	2018DS	2	NA	3	57	653.8461538	Genotype_10515
BDTanore	2018DS	2	NA	3	58	729.0697674	Genotype_10934
BDTanore	2018DS	2	NA	3	59	787.5074538	Genotype_10850
BDTanore	2018DS	2	NA	3	60	825.3726893	Genotype_10411
BDTanore	2018DS	2	NA	3	61	719.6183661	Genotype_10374
BDTanore	2018DS	2	NA	3	62	480.8586762	Genotype_10503
BDTanore	2018DS	1	NA	6	28	852.7131783	Check3
BDTanore	2018DS	2	NA	5	84	163.2379249	Check3
BDTanore	2018DS	2	NA	3	65	428.2945736	Genotype_10400
BDTanore	2018DS	2	NA	3	66	567.3822302	Genotype_10629
BDTanore	2018DS	2	NA	3	67	1876.207513	Genotype_10240
BDTanore	2018DS	2	NA	3	68	267.352415	Genotype_10738
BDTanore	2018DS	2	NA	3	69	1930.307096	Genotype_10903
BDTanore	2018DS	2	NA	3	70	363.580799	Genotype_10794
BDTanore	2018DS	2	NA	3	71	785.7110912	Genotype_10787
BDTanore	2018DS	2	NA	3	72	380.8735838	Genotype_10200
BDTanore	2018DS	2	NA	3	73	1310.375671	Genotype_10346
BDTanore	2018DS	2	NA	3	74	140.5336911	Genotype_10363
BDTanore	2018DS	2	NA	3	75	484.8389982	Genotype_10232
BDTanore	2018DS	2	NA	3	76	315.2057245	Genotype_10881
BDTanore	2018DS	2	NA	3	77	438.8193202	Genotype_10269
BDTanore	2018DS	2	NA	3	78	323.4943351	Genotype_10947
BDTanore	2018DS	2	NA	3	79	969.9612403	Genotype_10248
BDTanore	2018DS	2	NA	3	80	848.8372093	Genotype_10937
BDTanore	2018DS	2	NA	3	81	994.1860465	Genotype_10441
BDTanore	2018DS	2	NA	3	82	167.5238521	Genotype_10796
BDTanore	2018DS	2	NA	3	83	588.372093	Genotype_10395
BDTanore	2018DS	2	NA	3	84	724.8062016	Genotype_10654
BDTanore	2018DS	2	NA	3	85	358.1395349	Genotype_10337
BDTanore	2018DS	2	NA	3	86	1036.046512	Genotype_10299
BDTanore	2018DS	2	NA	4	86	874.8360167	Genotype_10416
BDTanore	2018DS	2	NA	4	85	759.391771	Genotype_10683
BDTanore	2018DS	2	NA	4	84	1631.768038	Genotype_10424
BDTanore	2018DS	2	NA	4	83	2225.641026	Genotype_10985
BDLalpur	2018DS	1	NA	1	33	3909.870801	Check4
BDTanore	2018DS	2	NA	4	81	276.4758497	Genotype_10164
BDTanore	2018DS	2	NA	4	80	92.03935599	Genotype_10721
BDTanore	2018DS	2	NA	4	79	465.4144305	Genotype_10401
BDTanore	2018DS	2	NA	4	78	892.0691711	Genotype_10432
BDTanore	2018DS	2	NA	4	77	797.8533095	Genotype_10362
BDTanore	2018DS	2	NA	4	76	2504.531902	Genotype_10870
BDTanore	2018DS	2	NA	4	75	265.9511032	Genotype_10277
BDTanore	2018DS	2	NA	4	74	737.5372689	Genotype_10429
BDTanore	2018DS	2	NA	4	73	1921.854502	Genotype_10456
BDTanore	2018DS	2	NA	4	72	881.9320215	Genotype_10782
BDTanore	2018DS	2	NA	4	71	1533.243888	Genotype_10829
BDTanore	2018DS	2	NA	4	70	606.2015504	Genotype_10966
BDTanore	2018DS	2	NA	4	69	578.2647585	Genotype_10707
BDTanore	2018DS	2	NA	4	68	1270.162493	Genotype_10463
BDTanore	2018DS	2	NA	4	67	679.6958855	Genotype_10814
BDTanore	2018DS	2	NA	4	66	576.5652952	Genotype_10785
BDTanore	2018DS	2	NA	4	65	146.1091234	Genotype_10359
BDTanore	2018DS	2	NA	4	64	217.9487179	Genotype_10719
BDTanore	2018DS	2	NA	4	63	1526.893262	Genotype_10169
BDTanore	2018DS	2	NA	4	62	1406.887299	Genotype_10461
BDTanore	2018DS	2	NA	4	61	455.6350626	Genotype_10752
BDTanore	2018DS	2	NA	4	60	550.9838998	Genotype_10825
BDTanore	2018DS	2	NA	4	59	608.4302326	Genotype_10886
BDTanore	2018DS	2	NA	4	58	179.4871795	Genotype_10949
BDTanore	2018DS	2	NA	4	57	228.0113298	Genotype_10251
BDTanore	2018DS	2	NA	4	56	531.3059034	Genotype_10187
BDTanore	2018DS	2	NA	4	55	338.3273703	Genotype_10816
BDTanore	2018DS	2	NA	4	54	309.8389982	Genotype_10321
BDTanore	2018DS	2	NA	4	53	1211.031604	Genotype_10306
BDTanore	2018DS	2	NA	4	52	1190.116279	Genotype_10849
BDTanore	2018DS	2	NA	4	51	355.2176506	Genotype_10560
BDTanore	2018DS	2	NA	4	50	190.6529517	Genotype_10786
BDTanore	2018DS	2	NA	4	49	185.7483602	Genotype_10173
BDTanore	2018DS	2	NA	4	48	393.5599284	Genotype_10835
BDTanore	2018DS	2	NA	4	47	248.1216458	Genotype_10647
BDTanore	2018DS	2	NA	4	46	263.5957066	Genotype_10370
BDTanore	2018DS	2	NA	4	45	174.2248062	Genotype_10767
BDTanore	2018DS	2	NA	4	44	361.0465116	Genotype_10902
BDTanore	2018DS	2	NA	5	44	180.1132976	Genotype_10389
BDTanore	2018DS	2	NA	5	45	471.1985689	Genotype_10266
BDTanore	2018DS	2	NA	5	46	172.6744186	Genotype_10690
BDTanore	2018DS	2	NA	5	47	216.935003	Genotype_10500
BDTanore	2018DS	2	NA	5	48	297.6147883	Genotype_10854
BDTanore	2018DS	2	NA	5	49	120.6171735	Genotype_10717
BDTanore	2018DS	2	NA	5	50	560.822898	Genotype_10911
BDTanore	2018DS	2	NA	5	51	469.0518784	Genotype_10419
BDTanore	2018DS	2	NA	5	52	780.1580203	Genotype_10390
BDTanore	2018DS	2	NA	5	53	425.0447227	Genotype_10826
BDTanore	2018DS	2	NA	5	54	164.1472868	Genotype_10770
BDTanore	2018DS	2	NA	5	55	839.2665474	Genotype_10302
BDLalpur	2018DS	2	NA	5	48	3262.344961	Check4
BDTanore	2018DS	2	NA	5	57	383.8998211	Genotype_10417
BDTanore	2018DS	2	NA	5	58	827.4597496	Genotype_10936
BDTanore	2018DS	2	NA	5	59	1045.251938	Genotype_10795
BDTanore	2018DS	2	NA	5	60	100.6261181	Genotype_10980
BDTanore	2018DS	2	NA	5	61	158.8550984	Genotype_10659
BDTanore	2018DS	2	NA	5	62	783.2215265	Genotype_10530
BDTanore	2018DS	2	NA	5	63	746.1836613	Genotype_10457
BDTanore	2018DS	2	NA	5	64	1026.386404	Genotype_10289
BDTanore	2018DS	2	NA	5	65	518.1872391	Genotype_10963
BDTanore	2018DS	2	NA	5	66	735.4800239	Genotype_10328
BDTanore	2018DS	2	NA	5	67	331.3953488	Genotype_10508
BDTanore	2018DS	2	NA	5	68	2539.833035	Genotype_10471
BDTanore	2018DS	2	NA	5	69	1407.155635	Genotype_10220
BDTanore	2018DS	2	NA	5	70	1155.59034	Genotype_10475
BDTanore	2018DS	2	NA	5	71	1210.330948	Genotype_10594
BDTanore	2018DS	2	NA	5	72	945.6171735	Genotype_10186
BDTanore	2018DS	2	NA	5	73	1260.375671	Genotype_10493
BDTanore	2018DS	2	NA	5	74	1740.816935	Genotype_10488
BDTanore	2018DS	2	NA	5	75	243.5897436	Genotype_10994
BDTanore	2018DS	2	NA	5	76	321.2880143	Genotype_10766
BDTanore	2018DS	2	NA	5	77	391.480322	Genotype_10286
BDTanore	2018DS	2	NA	5	78	557.2450805	Genotype_10639
BDTanore	2018DS	2	NA	5	79	1140.011926	Genotype_10706
BDTanore	2018DS	2	NA	5	80	305.8437686	Genotype_10290
BDTanore	2018DS	2	NA	5	81	520.915325	Genotype_10941
BDTanore	2018DS	2	NA	5	82	669.7674419	Genotype_10262
BDTanore	2018DS	2	NA	5	83	279.2486583	Genotype_10352
BDTanore	2018DS	1	NA	6	4	3915.563506	Check4
BDTanore	2018DS	2	NA	5	85	749.6273107	Genotype_10587
BDTanore	2018DS	2	NA	5	86	1129.516995	Genotype_10588
BDTanore	2018DS	2	NA	6	86	486.9931425	Genotype_10899
BDTanore	2018DS	2	NA	6	85	381.283542	Genotype_10965
BDTanore	2018DS	2	NA	6	84	2097.383721	Genotype_10823
BDTanore	2018DS	2	NA	6	83	541.480322	Genotype_10590
BDTanore	2018DS	2	NA	6	82	967.3449612	Genotype_10874
BDTanore	2018DS	2	NA	6	81	845.8184258	Genotype_10755
BDTanore	2018DS	2	NA	3	63	2555.948122	Check4
BDTanore	2018DS	2	NA	6	79	120.4830054	Genotype_10932
BDTanore	2018DS	2	NA	6	78	148.1216458	Genotype_10674
BDTanore	2018DS	2	NA	6	77	600.2906977	Genotype_10984
BDTanore	2018DS	2	NA	6	76	292.5462135	Genotype_10757
BDTanore	2018DS	2	NA	6	75	2265.518784	Genotype_10176
BDTanore	2018DS	2	NA	6	74	919.8643411	Genotype_10685
BDTanore	2018DS	2	NA	6	73	409.9582588	Genotype_10568
BDTanore	2018DS	2	NA	6	72	1079.516995	Genotype_10697
BDTanore	2018DS	2	NA	6	71	912.3732856	Genotype_10327
BDTanore	2018DS	2	NA	6	70	643.2915921	Genotype_10367
BDTanore	2018DS	2	NA	6	69	843.9922481	Genotype_10274
BDTanore	2018DS	2	NA	6	68	603.2200358	Genotype_10478
BDTanore	2018DS	2	NA	6	67	359.391771	Genotype_10928
BDTanore	2018DS	2	NA	6	66	488.6702445	Genotype_10254
BDTanore	2018DS	2	NA	6	65	476.5652952	Genotype_10701
BDTanore	2018DS	2	NA	6	64	298.8297555	Genotype_10801
BDTanore	2018DS	2	NA	6	63	115.1162791	Genotype_10228
BDTanore	2018DS	2	NA	6	62	493.6046512	Genotype_10805
BDTanore	2018DS	2	NA	6	61	438.9758497	Genotype_10371
BDTanore	2018DS	2	NA	6	60	118.6046512	Genotype_10895
BDTanore	2018DS	2	NA	6	59	167.2629696	Genotype_10955
BDTanore	2018DS	2	NA	6	58	381.9543828	Genotype_10876
BDTanore	2018DS	2	NA	6	57	975.7006559	Genotype_10421
BDTanore	2018DS	2	NA	6	56	1903.343023	Genotype_10303
BDTanore	2018DS	2	NA	6	55	465.712582	Genotype_10743
BDTanore	2018DS	2	NA	6	54	1338.32737	Genotype_10961
BDTanore	2018DS	2	NA	6	53	568.716458	Genotype_10455
BDTanore	2018DS	2	NA	6	52	361.1359571	Genotype_10742
BDTanore	2018DS	2	NA	6	51	458.6314848	Genotype_10392
BDTanore	2018DS	2	NA	6	50	796.7203339	Genotype_10869
BDTanore	2018DS	2	NA	6	49	745.8556947	Genotype_10853
BDTanore	2018DS	2	NA	6	48	784.1085271	Genotype_10578
BDTanore	2018DS	2	NA	6	47	1008.750745	Genotype_10430
BDTanore	2018DS	2	NA	6	46	512.5894454	Genotype_10626
BDTanore	2018DS	2	NA	6	45	337.7683363	Genotype_10288
BDTanore	2018DS	2	NA	6	44	762.6118068	Genotype_10162
MMYezin	2018DS	1	NA	1	1	4101.95589	Genotype_10965
MMYezin	2018DS	1	NA	2	1	3780.221253	Genotype_10794
MMYezin	2018DS	1	NA	3	1	3933.832737	Genotype_10856
MMYezin	2018DS	1	NA	4	1	3825.431255	Genotype_10457
MMYezin	2018DS	1	NA	5	1	4467.588807	Genotype_10633
MMYezin	2018DS	1	NA	6	1	5871.840243	Genotype_10269
MMYezin	2018DS	1	NA	7	1	3188.920826	Genotype_10472
MMYezin	2018DS	1	NA	8	1	4033.381783	Genotype_10961
MMYezin	2018DS	1	NA	9	1	4558.938155	Genotype_10943
MMYezin	2018DS	1	NA	10	1	4627.031689	Genotype_10869
MMYezin	2018DS	1	NA	11	1	4030.868459	Genotype_10273
MMYezin	2018DS	1	NA	12	1	5737.310415	Genotype_10421
MMYezin	2018DS	1	NA	13	1	2593.023256	Genotype_10224
MMYezin	2018DS	1	NA	14	1	3061.511628	Genotype_10881
MMYezin	2018DS	1	NA	15	1	2256.730283	Genotype_10853
MMYezin	2018DS	1	NA	16	1	3927.584681	Genotype_10844
MMYezin	2018DS	1	NA	17	1	3990.568842	Genotype_10299
MMYezin	2018DS	1	NA	18	1	2978.311426	Genotype_10966
MMYezin	2018DS	1	NA	19	1	3803.344603	Genotype_10762
MMYezin	2018DS	1	NA	20	1	5073.77907	Genotype_10306
MMYezin	2018DS	1	NA	21	1	3805.871454	Genotype_10588
MMYezin	2018DS	1	NA	22	1	5811.161843	Genotype_10725
MMYezin	2018DS	1	NA	23	1	6009.8932	Genotype_10785
MMYezin	2018DS	1	NA	24	1	5066.196916	Genotype_10164
MMYezin	2018DS	1	NA	25	1	4824.317492	Genotype_10392
MMYezin	2018DS	1	NA	26	1	3783.585061	Genotype_10911
MMYezin	2018DS	1	NA	27	1	5190.849343	Genotype_10690
MMYezin	2018DS	1	NA	28	1	2611.353359	Genotype_10760
MMYezin	2018DS	1	NA	29	1	3966.089484	Genotype_10770
MMYezin	2018DS	1	NA	30	1	4302.931202	Genotype_10334
MMYezin	2018DS	1	NA	31	1	2106.248403	Genotype_10742
MMYezin	2018DS	1	NA	32	1	3567.280362	Genotype_10429
MMYezin	2018DS	1	NA	33	1	3861.040123	Genotype_10674
MMYezin	2018DS	1	NA	34	1	2473.600818	Genotype_10353
MMYezin	2018DS	1	NA	35	1	3603.992248	Genotype_10582
MMYezin	2018DS	1	NA	36	1	3017.663043	Genotype_10262
MMYezin	2018DS	1	NA	37	1	2308.951593	Genotype_10886
MMYezin	2018DS	1	NA	38	1	4050.564017	Genotype_10697
MMYezin	2018DS	1	NA	39	1	3622.093023	Genotype_10704
MMYezin	2018DS	1	NA	40	1	4845.211475	Genotype_10934
MMYezin	2018DS	1	NA	41	1	3938.964793	Genotype_10499
MMYezin	2018DS	1	NA	42	1	2204.226421	Genotype_10793
MMYezin	2018DS	1	NA	43	1	4659.331395	Genotype_10274
MMYezin	2018DS	1	NA	43	2	3261.029412	Genotype_10178
MMYezin	2018DS	1	NA	42	2	4201.838979	Genotype_10503
MMYezin	2018DS	1	NA	41	2	2994.941229	Genotype_10288
MMYezin	2018DS	1	NA	40	2	4537.23458	Genotype_10395
MMYezin	2018DS	1	NA	39	2	6173.299419	Genotype_10685
MMYezin	2018DS	1	NA	38	2	2212.860212	Genotype_10413
MMYezin	2018DS	1	NA	37	2	4517.44186	Genotype_10816
MMYezin	2018DS	1	NA	36	2	3647.936047	Genotype_10417
MMYezin	2018DS	1	NA	35	2	3356.312292	Genotype_10870
MMYezin	2018DS	1	NA	34	2	4500.214863	Genotype_10489
MMYezin	2018DS	1	NA	33	2	4000.603514	Genotype_10811
MMYezin	2018DS	1	NA	32	2	3409.694135	Genotype_10984
MMYezin	2018DS	1	NA	31	2	3582.196382	Genotype_10318
MMYezin	2018DS	1	NA	30	2	1779.538114	Genotype_10321
MMYezin	2018DS	1	NA	29	2	4546.30168	Genotype_10240
MMYezin	2018DS	1	NA	28	2	3376.847545	Genotype_10531
MMYezin	2018DS	1	NA	27	2	1336.321059	Genotype_10801
MMYezin	2018DS	1	NA	26	2	4155.087209	Genotype_10270
MMYezin	2018DS	1	NA	25	2	4071.758089	Genotype_10775
MMYezin	2018DS	1	NA	24	2	4016.100179	Genotype_10436
MMYezin	2018DS	1	NA	23	2	945.9270728	Genotype_10303
MMYezin	2018DS	1	NA	22	2	4215.434432	Genotype_10289
MMYezin	2018DS	1	NA	21	2	3134.292636	Genotype_10755
MMYezin	2018DS	1	NA	1	2	6140.947295	Check4
MMYezin	2018DS	1	NA	19	2	3262.983443	Genotype_10719
MMYezin	2018DS	1	NA	18	2	2451.001643	Genotype_10930
MMYezin	2018DS	1	NA	17	2	3764.045121	Genotype_10932
MMYezin	2018DS	1	NA	16	2	3291.592129	Genotype_10545
MMYezin	2018DS	1	NA	15	2	5301.124874	Genotype_10248
MMYezin	2018DS	1	NA	14	2	1212.876292	Genotype_10596
MMYezin	2018DS	1	NA	13	2	2055.09839	Genotype_10388
MMYezin	2018DS	1	NA	12	2	3038.66753	Genotype_10899
MMYezin	2018DS	1	NA	11	2	3132.062058	Genotype_10876
MMYezin	2018DS	1	NA	10	2	4527.072801	Genotype_10400
MMYezin	2018DS	1	NA	9	2	2366.452856	Genotype_10295
MMYezin	2018DS	1	NA	8	2	4185.392442	Genotype_10444
MMYezin	2018DS	1	NA	7	2	2691.821705	Genotype_10359
MMYezin	2018DS	1	NA	6	2	5677.600307	Genotype_10508
MMYezin	2018DS	1	NA	5	2	1431.416344	Genotype_10292
MMYezin	2018DS	1	NA	4	2	5627.188307	Genotype_10478
MMYezin	2018DS	1	NA	3	2	2679.628801	Genotype_10639
MMYezin	2018DS	1	NA	2	2	2940.915698	Genotype_10302
MMYezin	2018DS	2	NA	80	1	6088.725986	Check4
MMYezin	2018DS	1	NA	1	3	3383.559064	Genotype_10488
MMYezin	2018DS	1	NA	2	3	2707.211538	Genotype_10340
MMYezin	2018DS	1	NA	3	3	3174.500758	Genotype_10337
MMYezin	2018DS	1	NA	4	3	1961.893327	Genotype_10610
MMYezin	2018DS	1	NA	5	3	1357.094638	Genotype_10371
MMYezin	2018DS	1	NA	6	3	2822.932817	Genotype_10630
MMYezin	2018DS	1	NA	7	3	1534.442544	Genotype_10659
MMYezin	2018DS	1	NA	8	3	1717.619509	Genotype_10560
MMYezin	2018DS	1	NA	9	3	2272.706363	Genotype_10752
MMYezin	2018DS	1	NA	10	3	4200.26542	Genotype_10401
MMYezin	2018DS	1	NA	11	3	2674.081587	Genotype_10516
MMYezin	2018DS	1	NA	12	3	2705.943152	Genotype_10849
MMYezin	2018DS	1	NA	13	3	3994.32009	Genotype_10467
MMYezin	2018DS	1	NA	14	3	3459.137597	Genotype_10813
MMYezin	2018DS	1	NA	15	3	2952.317506	Genotype_10925
MMYezin	2018DS	1	NA	16	3	4342.324949	Genotype_10598
MMYezin	2018DS	1	NA	17	3	2426.526961	Genotype_10796
MMYezin	2018DS	1	NA	18	3	2331.305903	Genotype_10309
MMYezin	2018DS	1	NA	19	3	1988.372093	Genotype_10286
MMYezin	2018DS	1	NA	20	3	2923.518074	Genotype_10493
MMYezin	2018DS	1	NA	21	3	2651.397962	Genotype_10367
MMKyaukse	2018DS	1	NA	42	4	4213.143314	Check4
MMKyaukse	2018DS	2	NA	79	3	2230.174419	Check4
MMYezin	2018DS	1	NA	24	3	4151.655713	Genotype_10960
MMYezin	2018DS	1	NA	25	3	3933.995478	Genotype_10611
MMYezin	2018DS	1	NA	26	3	1448.850129	Genotype_10955
MMYezin	2018DS	1	NA	27	3	841.5966254	Genotype_10949
MMYezin	2018DS	1	NA	28	3	2180.112487	Genotype_10448
MMYezin	2018DS	1	NA	29	3	3879.543731	Genotype_10587
MMYezin	2018DS	1	NA	30	3	3906.592834	Genotype_10463
MMYezin	2018DS	1	NA	31	3	3981.095172	Genotype_10829
MMYezin	2018DS	1	NA	32	3	2985.319767	Genotype_10825
MMYezin	2018DS	1	NA	33	3	3687.028424	Genotype_10673
MMYezin	2018DS	1	NA	34	3	2874.60819	Genotype_10277
MMYezin	2018DS	1	NA	35	3	6091.881004	Genotype_10667
MMYezin	2018DS	1	NA	36	3	2746.795866	Genotype_10963
MMYezin	2018DS	1	NA	37	3	625.0528541	Genotype_10590
MMYezin	2018DS	1	NA	38	3	5130.682824	Genotype_10471
MMYezin	2018DS	1	NA	39	3	3737.411527	Genotype_10515
MMYezin	2018DS	1	NA	40	3	4960.736855	Genotype_10985
MMYezin	2018DS	1	NA	41	3	4670.843023	Genotype_10555
MMYezin	2018DS	1	NA	42	3	4630.773579	Genotype_10372
MMYezin	2018DS	1	NA	43	3	4348.18314	Genotype_10589
MMYezin	2018DS	1	NA	43	4	3563.991405	Genotype_10346
MMYezin	2018DS	1	NA	42	4	2038.892376	Genotype_10441
MMYezin	2018DS	1	NA	41	4	4161.069121	Genotype_10352
MMYezin	2018DS	1	NA	40	4	3273.982558	Genotype_10874
MMYezin	2018DS	1	NA	39	4	1981.51226	Genotype_10714
MMYezin	2018DS	1	NA	38	4	3680.513672	Genotype_10485
MMYezin	2018DS	1	NA	37	4	3401.229005	Genotype_10187
MMYezin	2018DS	1	NA	36	4	2767.332041	Genotype_10311
MMYezin	2018DS	1	NA	35	4	1423.148382	Genotype_10496
MMYezin	2018DS	1	NA	34	4	3405.123946	Genotype_10169
MMYezin	2018DS	1	NA	33	4	3588.139535	Genotype_10461
MMYezin	2018DS	1	NA	32	4	3243.507752	Genotype_10298
MMYezin	2018DS	1	NA	31	4	2899.954272	Genotype_10594
MMYezin	2018DS	1	NA	30	4	3148.541667	Genotype_10568
MMYezin	2018DS	1	NA	29	4	2990.927677	Genotype_10347
MMYezin	2018DS	1	NA	28	4	4409.436494	Genotype_10266
MMYezin	2018DS	1	NA	27	4	4251.654741	Genotype_10374
MMYezin	2018DS	1	NA	26	4	4101.118068	Genotype_10743
MMYezin	2018DS	1	NA	25	4	4641.185401	Genotype_10530
MMYezin	2018DS	1	NA	24	4	4877.87064	Genotype_10480
MMYezin	2018DS	1	NA	23	4	2852.658269	Genotype_10220
MMYezin	2018DS	1	NA	22	4	3873.783493	Genotype_10767
MMYezin	2018DS	1	NA	21	4	4222.335804	Genotype_10826
MMYezin	2018DS	1	NA	20	4	3359.702842	Genotype_10462
MMYezin	2018DS	1	NA	19	4	4878.51523	Genotype_10815
MMYezin	2018DS	1	NA	18	4	4159.160171	Genotype_10654
MMYezin	2018DS	1	NA	17	4	1325.581395	Genotype_10445
MMYezin	2018DS	1	NA	16	4	1684.94186	Genotype_10439
MMYezin	2018DS	1	NA	15	4	1045.190275	Genotype_10228
MMYezin	2018DS	1	NA	14	4	2832.406471	Genotype_10705
MMYezin	2018DS	1	NA	13	4	688.6226945	Genotype_10823
MMYezin	2018DS	1	NA	12	4	6112.934449	Genotype_10996
MMYezin	2018DS	1	NA	11	4	1384.806202	Genotype_10748
MMPangkone	2018DS	1	NA	42	2	2345.754052	Check4
MMYezin	2018DS	1	NA	9	4	4171.467391	Genotype_10415
MMYezin	2018DS	1	NA	8	4	2500.883152	Genotype_10390
MMYezin	2018DS	1	NA	7	4	3449.633468	Genotype_10592
MMYezin	2018DS	1	NA	6	4	1733.433536	Genotype_10799
MMYezin	2018DS	1	NA	5	4	2778.156906	Genotype_10977
MMYezin	2018DS	1	NA	4	4	3212.4677	Genotype_10375
MMYezin	2018DS	1	NA	3	4	3499.296379	Genotype_10814
MMYezin	2018DS	1	NA	2	4	2168.131043	Genotype_10970
MMYezin	2018DS	1	NA	1	4	1911.417233	Genotype_10382
MMYezin	2018DS	1	NA	1	5	2664.955131	Genotype_10707
MMYezin	2018DS	1	NA	2	5	1810.194239	Genotype_10629
MMYezin	2018DS	1	NA	3	5	1957.025194	Genotype_10941
MMYezin	2018DS	1	NA	4	5	3036.730599	Genotype_10721
MMYezin	2018DS	1	NA	5	5	2593.213713	Genotype_10483
MMYezin	2018DS	1	NA	6	5	1842.573688	Genotype_10634
MMYezin	2018DS	1	NA	7	5	1602.10921	Genotype_10290
MMYezin	2018DS	1	NA	8	5	2995.125969	Genotype_10904
MMYezin	2018DS	1	NA	9	5	3926.271365	Genotype_10847
MMYezin	2018DS	1	NA	10	5	3681.095172	Genotype_10605
MMYezin	2018DS	1	NA	11	5	3466.569767	Genotype_10615
MMYezin	2018DS	1	NA	12	5	2528.260659	Genotype_10647
MMYezin	2018DS	1	NA	13	5	4229.840748	Genotype_10211
MMYezin	2018DS	1	NA	14	5	4416.246407	Genotype_10795
MMYezin	2018DS	1	NA	15	5	3168.346253	Genotype_10251
MMYezin	2018DS	1	NA	16	5	1580.727703	Genotype_10736
MMYezin	2018DS	1	NA	17	5	4638.0182	Genotype_10994
MMYezin	2018DS	1	NA	18	5	2380.329457	Genotype_10903
MMYezin	2018DS	1	NA	19	5	1387.9413	Genotype_10222
MMYezin	2018DS	1	NA	20	5	5076.679587	Genotype_10279
