Environment,Season,Replication,Block,Row,Col,Yield,Genotype
ENV2,2018DS,2,NA,2,50,227.549195,Genotype_10386
ENV2,2018DS,2,NA,2,49,183.6612999,Genotype_10736
ENV2,2018DS,2,NA,2,48,179.2784735,Genotype_10318
ENV2,2018DS,2,NA,2,47,151.7218247,Genotype_10592
ENV2,2018DS,2,NA,2,46,386.4042934,Genotype_10847
ENV2,2018DS,2,NA,2,45,766.5474061,Genotype_10198
ENV2,2018DS,2,NA,2,44,472.2719141,Genotype_10673
ENV2,2018DS,2,NA,3,44,313.372093,Genotype_10211
ENV2,2018DS,2,NA,3,45,536.6428145,Genotype_10977
ENV2,2018DS,2,NA,3,46,237.1794872,Genotype_10340
ENV2,2018DS,2,NA,3,47,680.1207513,Genotype_10610
ENV2,2018DS,2,NA,3,48,804.1144902,Genotype_10925
ENV2,2018DS,2,NA,3,49,747.763864,Genotype_10725
ENV2,2018DS,2,NA,3,50,452.8920692,Genotype_10904
ENV2,2018DS,2,NA,3,51,705.1282051,Genotype_10596
ENV2,2018DS,2,NA,3,52,695.5277281,Genotype_10611
ENV2,2018DS,2,NA,3,53,738.4168157,Genotype_10844
ENV2,2018DS,2,NA,3,54,273.9266547,Genotype_10222
ENV2,2018DS,2,NA,3,55,1529.651163,Genotype_10311
ENV2,2018DS,2,NA,3,56,408.5420394,Genotype_10489
ENV2,2018DS,2,NA,3,57,653.8461538,Genotype_10515
ENV2,2018DS,2,NA,3,58,729.0697674,Genotype_10934
ENV2,2018DS,2,NA,3,59,787.5074538,Genotype_10850
ENV2,2018DS,2,NA,3,60,825.3726893,Genotype_10411
ENV2,2018DS,2,NA,3,61,719.6183661,Genotype_10374
ENV2,2018DS,2,NA,3,62,480.8586762,Genotype_10503
ENV2,2018DS,1,NA,6,28,852.7131783,Check3
ENV2,2018DS,2,NA,5,84,163.2379249,Check3
ENV2,2018DS,2,NA,3,65,428.2945736,Genotype_10400
ENV2,2018DS,2,NA,3,66,567.3822302,Genotype_10629
ENV2,2018DS,2,NA,3,67,1876.207513,Genotype_10240
ENV2,2018DS,2,NA,3,68,267.352415,Genotype_10738
ENV2,2018DS,2,NA,3,69,1930.307096,Genotype_10903
ENV2,2018DS,2,NA,3,70,363.580799,Genotype_10794
ENV2,2018DS,2,NA,3,71,785.7110912,Genotype_10787
ENV2,2018DS,2,NA,3,72,380.8735838,Genotype_10200
ENV2,2018DS,2,NA,3,73,1310.375671,Genotype_10346
ENV2,2018DS,2,NA,3,74,140.5336911,Genotype_10363
ENV2,2018DS,2,NA,3,75,484.8389982,Genotype_10232
ENV2,2018DS,2,NA,3,76,315.2057245,Genotype_10881
ENV2,2018DS,2,NA,3,77,438.8193202,Genotype_10269
ENV2,2018DS,2,NA,3,78,323.4943351,Genotype_10947
ENV2,2018DS,2,NA,3,79,969.9612403,Genotype_10248
ENV2,2018DS,2,NA,3,80,848.8372093,Genotype_10937
ENV2,2018DS,2,NA,3,81,994.1860465,Genotype_10441
ENV2,2018DS,2,NA,3,82,167.5238521,Genotype_10796
ENV2,2018DS,2,NA,3,83,588.372093,Genotype_10395
ENV2,2018DS,2,NA,3,84,724.8062016,Genotype_10654
ENV2,2018DS,2,NA,3,85,358.1395349,Genotype_10337
ENV2,2018DS,2,NA,3,86,1036.046512,Genotype_10299
ENV2,2018DS,2,NA,4,86,874.8360167,Genotype_10416
ENV2,2018DS,2,NA,4,85,759.391771,Genotype_10683
ENV2,2018DS,2,NA,4,84,1631.768038,Genotype_10424
ENV2,2018DS,2,NA,4,83,2225.641026,Genotype_10985
ENV1,2018DS,1,NA,1,33,3909.870801,Check4
ENV2,2018DS,2,NA,4,81,276.4758497,Genotype_10164
ENV2,2018DS,2,NA,4,80,92.03935599,Genotype_10721
ENV2,2018DS,2,NA,4,79,465.4144305,Genotype_10401
ENV2,2018DS,2,NA,4,78,892.0691711,Genotype_10432
ENV2,2018DS,2,NA,4,77,797.8533095,Genotype_10362
ENV2,2018DS,2,NA,4,76,2504.531902,Genotype_10870
ENV2,2018DS,2,NA,4,75,265.9511032,Genotype_10277
ENV2,2018DS,2,NA,4,74,737.5372689,Genotype_10429
ENV2,2018DS,2,NA,4,73,1921.854502,Genotype_10456
ENV2,2018DS,2,NA,4,72,881.9320215,Genotype_10782
ENV2,2018DS,2,NA,4,71,1533.243888,Genotype_10829
ENV2,2018DS,2,NA,4,70,606.2015504,Genotype_10966
ENV2,2018DS,2,NA,4,69,578.2647585,Genotype_10707
ENV2,2018DS,2,NA,4,68,1270.162493,Genotype_10463
ENV2,2018DS,2,NA,4,67,679.6958855,Genotype_10814
ENV2,2018DS,2,NA,4,66,576.5652952,Genotype_10785
ENV2,2018DS,2,NA,4,65,146.1091234,Genotype_10359
ENV2,2018DS,2,NA,4,64,217.9487179,Genotype_10719
ENV2,2018DS,2,NA,4,63,1526.893262,Genotype_10169
ENV2,2018DS,2,NA,4,62,1406.887299,Genotype_10461
ENV2,2018DS,2,NA,4,61,455.6350626,Genotype_10752
ENV2,2018DS,2,NA,4,60,550.9838998,Genotype_10825
ENV2,2018DS,2,NA,4,59,608.4302326,Genotype_10886
ENV2,2018DS,2,NA,4,58,179.4871795,Genotype_10949
ENV2,2018DS,2,NA,4,57,228.0113298,Genotype_10251
ENV2,2018DS,2,NA,4,56,531.3059034,Genotype_10187
ENV2,2018DS,2,NA,4,55,338.3273703,Genotype_10816
ENV2,2018DS,2,NA,4,54,309.8389982,Genotype_10321
ENV2,2018DS,2,NA,4,53,1211.031604,Genotype_10306
ENV2,2018DS,2,NA,4,52,1190.116279,Genotype_10849
ENV2,2018DS,2,NA,4,51,355.2176506,Genotype_10560
ENV2,2018DS,2,NA,4,50,190.6529517,Genotype_10786
ENV2,2018DS,2,NA,4,49,185.7483602,Genotype_10173
ENV2,2018DS,2,NA,4,48,393.5599284,Genotype_10835
ENV2,2018DS,2,NA,4,47,248.1216458,Genotype_10647
ENV2,2018DS,2,NA,4,46,263.5957066,Genotype_10370
ENV2,2018DS,2,NA,4,45,174.2248062,Genotype_10767
ENV2,2018DS,2,NA,4,44,361.0465116,Genotype_10902
ENV2,2018DS,2,NA,5,44,180.1132976,Genotype_10389
ENV2,2018DS,2,NA,5,45,471.1985689,Genotype_10266
ENV2,2018DS,2,NA,5,46,172.6744186,Genotype_10690
ENV2,2018DS,2,NA,5,47,216.935003,Genotype_10500
ENV2,2018DS,2,NA,5,48,297.6147883,Genotype_10854
ENV2,2018DS,2,NA,5,49,120.6171735,Genotype_10717
ENV2,2018DS,2,NA,5,50,560.822898,Genotype_10911
ENV2,2018DS,2,NA,5,51,469.0518784,Genotype_10419
ENV2,2018DS,2,NA,5,52,780.1580203,Genotype_10390
ENV2,2018DS,2,NA,5,53,425.0447227,Genotype_10826
ENV2,2018DS,2,NA,5,54,164.1472868,Genotype_10770
ENV2,2018DS,2,NA,5,55,839.2665474,Genotype_10302
ENV1,2018DS,2,NA,5,48,3262.344961,Check4
ENV2,2018DS,2,NA,5,57,383.8998211,Genotype_10417
ENV2,2018DS,2,NA,5,58,827.4597496,Genotype_10936
ENV2,2018DS,2,NA,5,59,1045.251938,Genotype_10795
ENV2,2018DS,2,NA,5,60,100.6261181,Genotype_10980
ENV2,2018DS,2,NA,5,61,158.8550984,Genotype_10659
ENV2,2018DS,2,NA,5,62,783.2215265,Genotype_10530
ENV2,2018DS,2,NA,5,63,746.1836613,Genotype_10457
ENV2,2018DS,2,NA,5,64,1026.386404,Genotype_10289
ENV2,2018DS,2,NA,5,65,518.1872391,Genotype_10963
ENV2,2018DS,2,NA,5,66,735.4800239,Genotype_10328
ENV2,2018DS,2,NA,5,67,331.3953488,Genotype_10508
ENV2,2018DS,2,NA,5,68,2539.833035,Genotype_10471
ENV2,2018DS,2,NA,5,69,1407.155635,Genotype_10220
ENV2,2018DS,2,NA,5,70,1155.59034,Genotype_10475
ENV2,2018DS,2,NA,5,71,1210.330948,Genotype_10594
ENV2,2018DS,2,NA,5,72,945.6171735,Genotype_10186
ENV2,2018DS,2,NA,5,73,1260.375671,Genotype_10493
ENV2,2018DS,2,NA,5,74,1740.816935,Genotype_10488
ENV2,2018DS,2,NA,5,75,243.5897436,Genotype_10994
ENV2,2018DS,2,NA,5,76,321.2880143,Genotype_10766
ENV2,2018DS,2,NA,5,77,391.480322,Genotype_10286
ENV2,2018DS,2,NA,5,78,557.2450805,Genotype_10639
ENV2,2018DS,2,NA,5,79,1140.011926,Genotype_10706
ENV2,2018DS,2,NA,5,80,305.8437686,Genotype_10290
ENV2,2018DS,2,NA,5,81,520.915325,Genotype_10941
ENV2,2018DS,2,NA,5,82,669.7674419,Genotype_10262
ENV2,2018DS,2,NA,5,83,279.2486583,Genotype_10352
ENV2,2018DS,1,NA,6,4,3915.563506,Check4
ENV2,2018DS,2,NA,5,85,749.6273107,Genotype_10587
ENV2,2018DS,2,NA,5,86,1129.516995,Genotype_10588
ENV2,2018DS,2,NA,6,86,486.9931425,Genotype_10899
ENV2,2018DS,2,NA,6,85,381.283542,Genotype_10965
ENV2,2018DS,2,NA,6,84,2097.383721,Genotype_10823
ENV2,2018DS,2,NA,6,83,541.480322,Genotype_10590
ENV2,2018DS,2,NA,6,82,967.3449612,Genotype_10874
ENV2,2018DS,2,NA,6,81,845.8184258,Genotype_10755
ENV2,2018DS,2,NA,3,63,2555.948122,Check4
ENV2,2018DS,2,NA,6,79,120.4830054,Genotype_10932
ENV2,2018DS,2,NA,6,78,148.1216458,Genotype_10674
ENV2,2018DS,2,NA,6,77,600.2906977,Genotype_10984
ENV2,2018DS,2,NA,6,76,292.5462135,Genotype_10757
ENV2,2018DS,2,NA,6,75,2265.518784,Genotype_10176
ENV2,2018DS,2,NA,6,74,919.8643411,Genotype_10685
ENV2,2018DS,2,NA,6,73,409.9582588,Genotype_10568
ENV2,2018DS,2,NA,6,72,1079.516995,Genotype_10697
ENV2,2018DS,2,NA,6,71,912.3732856,Genotype_10327
ENV2,2018DS,2,NA,6,70,643.2915921,Genotype_10367
ENV2,2018DS,2,NA,6,69,843.9922481,Genotype_10274
ENV2,2018DS,2,NA,6,68,603.2200358,Genotype_10478
ENV2,2018DS,2,NA,6,67,359.391771,Genotype_10928
ENV2,2018DS,2,NA,6,66,488.6702445,Genotype_10254
ENV2,2018DS,2,NA,6,65,476.5652952,Genotype_10701
ENV2,2018DS,2,NA,6,64,298.8297555,Genotype_10801
ENV2,2018DS,2,NA,6,63,115.1162791,Genotype_10228
ENV2,2018DS,2,NA,6,62,493.6046512,Genotype_10805
ENV2,2018DS,2,NA,6,61,438.9758497,Genotype_10371
ENV2,2018DS,2,NA,6,60,118.6046512,Genotype_10895
ENV2,2018DS,2,NA,6,59,167.2629696,Genotype_10955
ENV2,2018DS,2,NA,6,58,381.9543828,Genotype_10876
ENV2,2018DS,2,NA,6,57,975.7006559,Genotype_10421
ENV2,2018DS,2,NA,6,56,1903.343023,Genotype_10303
ENV2,2018DS,2,NA,6,55,465.712582,Genotype_10743
ENV2,2018DS,2,NA,6,54,1338.32737,Genotype_10961
ENV2,2018DS,2,NA,6,53,568.716458,Genotype_10455
ENV2,2018DS,2,NA,6,52,361.1359571,Genotype_10742
ENV2,2018DS,2,NA,6,51,458.6314848,Genotype_10392
ENV2,2018DS,2,NA,6,50,796.7203339,Genotype_10869
ENV2,2018DS,2,NA,6,49,745.8556947,Genotype_10853
ENV2,2018DS,2,NA,6,48,784.1085271,Genotype_10578
ENV2,2018DS,2,NA,6,47,1008.750745,Genotype_10430
ENV2,2018DS,2,NA,6,46,512.5894454,Genotype_10626
ENV2,2018DS,2,NA,6,45,337.7683363,Genotype_10288
ENV2,2018DS,2,NA,6,44,762.6118068,Genotype_10162
ENV5,2018DS,1,NA,1,1,4101.95589,Genotype_10965
ENV5,2018DS,1,NA,2,1,3780.221253,Genotype_10794
ENV5,2018DS,1,NA,3,1,3933.832737,Genotype_10856
ENV5,2018DS,1,NA,4,1,3825.431255,Genotype_10457
ENV5,2018DS,1,NA,5,1,4467.588807,Genotype_10633
ENV5,2018DS,1,NA,6,1,5871.840243,Genotype_10269
ENV5,2018DS,1,NA,7,1,3188.920826,Genotype_10472
ENV5,2018DS,1,NA,8,1,4033.381783,Genotype_10961
ENV5,2018DS,1,NA,9,1,4558.938155,Genotype_10943
ENV5,2018DS,1,NA,10,1,4627.031689,Genotype_10869
ENV5,2018DS,1,NA,11,1,4030.868459,Genotype_10273
ENV5,2018DS,1,NA,12,1,5737.310415,Genotype_10421
ENV5,2018DS,1,NA,13,1,2593.023256,Genotype_10224
ENV5,2018DS,1,NA,14,1,3061.511628,Genotype_10881
ENV5,2018DS,1,NA,15,1,2256.730283,Genotype_10853
ENV5,2018DS,1,NA,16,1,3927.584681,Genotype_10844
ENV5,2018DS,1,NA,17,1,3990.568842,Genotype_10299
ENV5,2018DS,1,NA,18,1,2978.311426,Genotype_10966
ENV5,2018DS,1,NA,19,1,3803.344603,Genotype_10762
ENV5,2018DS,1,NA,20,1,5073.77907,Genotype_10306
ENV5,2018DS,1,NA,21,1,3805.871454,Genotype_10588
ENV5,2018DS,1,NA,22,1,5811.161843,Genotype_10725
ENV5,2018DS,1,NA,23,1,6009.8932,Genotype_10785
ENV5,2018DS,1,NA,24,1,5066.196916,Genotype_10164
ENV5,2018DS,1,NA,25,1,4824.317492,Genotype_10392
ENV5,2018DS,1,NA,26,1,3783.585061,Genotype_10911
ENV5,2018DS,1,NA,27,1,5190.849343,Genotype_10690
ENV5,2018DS,1,NA,28,1,2611.353359,Genotype_10760
ENV5,2018DS,1,NA,29,1,3966.089484,Genotype_10770
ENV5,2018DS,1,NA,30,1,4302.931202,Genotype_10334
ENV5,2018DS,1,NA,31,1,2106.248403,Genotype_10742
ENV5,2018DS,1,NA,32,1,3567.280362,Genotype_10429
ENV5,2018DS,1,NA,33,1,3861.040123,Genotype_10674
ENV5,2018DS,1,NA,34,1,2473.600818,Genotype_10353
ENV5,2018DS,1,NA,35,1,3603.992248,Genotype_10582
ENV5,2018DS,1,NA,36,1,3017.663043,Genotype_10262
ENV5,2018DS,1,NA,37,1,2308.951593,Genotype_10886
ENV5,2018DS,1,NA,38,1,4050.564017,Genotype_10697
ENV5,2018DS,1,NA,39,1,3622.093023,Genotype_10704
ENV5,2018DS,1,NA,40,1,4845.211475,Genotype_10934
ENV5,2018DS,1,NA,41,1,3938.964793,Genotype_10499
ENV5,2018DS,1,NA,42,1,2204.226421,Genotype_10793
ENV5,2018DS,1,NA,43,1,4659.331395,Genotype_10274
ENV5,2018DS,1,NA,43,2,3261.029412,Genotype_10178
ENV5,2018DS,1,NA,42,2,4201.838979,Genotype_10503
ENV5,2018DS,1,NA,41,2,2994.941229,Genotype_10288
ENV5,2018DS,1,NA,40,2,4537.23458,Genotype_10395
ENV5,2018DS,1,NA,39,2,6173.299419,Genotype_10685
ENV5,2018DS,1,NA,38,2,2212.860212,Genotype_10413
ENV5,2018DS,1,NA,37,2,4517.44186,Genotype_10816
ENV5,2018DS,1,NA,36,2,3647.936047,Genotype_10417
ENV5,2018DS,1,NA,35,2,3356.312292,Genotype_10870
ENV5,2018DS,1,NA,34,2,4500.214863,Genotype_10489
ENV5,2018DS,1,NA,33,2,4000.603514,Genotype_10811
ENV5,2018DS,1,NA,32,2,3409.694135,Genotype_10984
ENV5,2018DS,1,NA,31,2,3582.196382,Genotype_10318
ENV5,2018DS,1,NA,30,2,1779.538114,Genotype_10321
ENV5,2018DS,1,NA,29,2,4546.30168,Genotype_10240
ENV5,2018DS,1,NA,28,2,3376.847545,Genotype_10531
ENV5,2018DS,1,NA,27,2,1336.321059,Genotype_10801
ENV5,2018DS,1,NA,26,2,4155.087209,Genotype_10270
ENV5,2018DS,1,NA,25,2,4071.758089,Genotype_10775
ENV5,2018DS,1,NA,24,2,4016.100179,Genotype_10436
ENV5,2018DS,1,NA,23,2,945.9270728,Genotype_10303
ENV5,2018DS,1,NA,22,2,4215.434432,Genotype_10289
ENV5,2018DS,1,NA,21,2,3134.292636,Genotype_10755
ENV5,2018DS,1,NA,1,2,6140.947295,Check4
ENV5,2018DS,1,NA,19,2,3262.983443,Genotype_10719
ENV5,2018DS,1,NA,18,2,2451.001643,Genotype_10930
ENV5,2018DS,1,NA,17,2,3764.045121,Genotype_10932
ENV5,2018DS,1,NA,16,2,3291.592129,Genotype_10545
ENV5,2018DS,1,NA,15,2,5301.124874,Genotype_10248
ENV5,2018DS,1,NA,14,2,1212.876292,Genotype_10596
ENV5,2018DS,1,NA,13,2,2055.09839,Genotype_10388
ENV5,2018DS,1,NA,12,2,3038.66753,Genotype_10899
ENV5,2018DS,1,NA,11,2,3132.062058,Genotype_10876
ENV5,2018DS,1,NA,10,2,4527.072801,Genotype_10400
ENV5,2018DS,1,NA,9,2,2366.452856,Genotype_10295
ENV5,2018DS,1,NA,8,2,4185.392442,Genotype_10444
ENV5,2018DS,1,NA,7,2,2691.821705,Genotype_10359
ENV5,2018DS,1,NA,6,2,5677.600307,Genotype_10508
ENV5,2018DS,1,NA,5,2,1431.416344,Genotype_10292
ENV5,2018DS,1,NA,4,2,5627.188307,Genotype_10478
ENV5,2018DS,1,NA,3,2,2679.628801,Genotype_10639
ENV5,2018DS,1,NA,2,2,2940.915698,Genotype_10302
ENV5,2018DS,2,NA,80,1,6088.725986,Check4
ENV5,2018DS,1,NA,1,3,3383.559064,Genotype_10488
ENV5,2018DS,1,NA,2,3,2707.211538,Genotype_10340
ENV5,2018DS,1,NA,3,3,3174.500758,Genotype_10337
ENV5,2018DS,1,NA,4,3,1961.893327,Genotype_10610
ENV5,2018DS,1,NA,5,3,1357.094638,Genotype_10371
ENV5,2018DS,1,NA,6,3,2822.932817,Genotype_10630
ENV5,2018DS,1,NA,7,3,1534.442544,Genotype_10659
ENV5,2018DS,1,NA,8,3,1717.619509,Genotype_10560
ENV5,2018DS,1,NA,9,3,2272.706363,Genotype_10752
ENV5,2018DS,1,NA,10,3,4200.26542,Genotype_10401
ENV5,2018DS,1,NA,11,3,2674.081587,Genotype_10516
ENV5,2018DS,1,NA,12,3,2705.943152,Genotype_10849
ENV5,2018DS,1,NA,13,3,3994.32009,Genotype_10467
ENV5,2018DS,1,NA,14,3,3459.137597,Genotype_10813
ENV5,2018DS,1,NA,15,3,2952.317506,Genotype_10925
ENV5,2018DS,1,NA,16,3,4342.324949,Genotype_10598
ENV5,2018DS,1,NA,17,3,2426.526961,Genotype_10796
ENV5,2018DS,1,NA,18,3,2331.305903,Genotype_10309
ENV5,2018DS,1,NA,19,3,1988.372093,Genotype_10286
ENV5,2018DS,1,NA,20,3,2923.518074,Genotype_10493
ENV5,2018DS,1,NA,21,3,2651.397962,Genotype_10367
ENV3,2018DS,1,NA,42,4,4213.143314,Check4
ENV3,2018DS,2,NA,79,3,2230.174419,Check4
ENV5,2018DS,1,NA,24,3,4151.655713,Genotype_10960
ENV5,2018DS,1,NA,25,3,3933.995478,Genotype_10611
ENV5,2018DS,1,NA,26,3,1448.850129,Genotype_10955
ENV5,2018DS,1,NA,27,3,841.5966254,Genotype_10949
ENV5,2018DS,1,NA,28,3,2180.112487,Genotype_10448
ENV5,2018DS,1,NA,29,3,3879.543731,Genotype_10587
ENV5,2018DS,1,NA,30,3,3906.592834,Genotype_10463
ENV5,2018DS,1,NA,31,3,3981.095172,Genotype_10829
ENV5,2018DS,1,NA,32,3,2985.319767,Genotype_10825
ENV5,2018DS,1,NA,33,3,3687.028424,Genotype_10673
ENV5,2018DS,1,NA,34,3,2874.60819,Genotype_10277
ENV5,2018DS,1,NA,35,3,6091.881004,Genotype_10667
ENV5,2018DS,1,NA,36,3,2746.795866,Genotype_10963
ENV5,2018DS,1,NA,37,3,625.0528541,Genotype_10590
ENV5,2018DS,1,NA,38,3,5130.682824,Genotype_10471
ENV5,2018DS,1,NA,39,3,3737.411527,Genotype_10515
ENV5,2018DS,1,NA,40,3,4960.736855,Genotype_10985
ENV5,2018DS,1,NA,41,3,4670.843023,Genotype_10555
ENV5,2018DS,1,NA,42,3,4630.773579,Genotype_10372
ENV5,2018DS,1,NA,43,3,4348.18314,Genotype_10589
ENV5,2018DS,1,NA,43,4,3563.991405,Genotype_10346
ENV5,2018DS,1,NA,42,4,2038.892376,Genotype_10441
ENV5,2018DS,1,NA,41,4,4161.069121,Genotype_10352
ENV5,2018DS,1,NA,40,4,3273.982558,Genotype_10874
ENV5,2018DS,1,NA,39,4,1981.51226,Genotype_10714
ENV5,2018DS,1,NA,38,4,3680.513672,Genotype_10485
ENV5,2018DS,1,NA,37,4,3401.229005,Genotype_10187
ENV5,2018DS,1,NA,36,4,2767.332041,Genotype_10311
ENV5,2018DS,1,NA,35,4,1423.148382,Genotype_10496
ENV5,2018DS,1,NA,34,4,3405.123946,Genotype_10169
ENV5,2018DS,1,NA,33,4,3588.139535,Genotype_10461
ENV5,2018DS,1,NA,32,4,3243.507752,Genotype_10298
ENV5,2018DS,1,NA,31,4,2899.954272,Genotype_10594
ENV5,2018DS,1,NA,30,4,3148.541667,Genotype_10568
ENV5,2018DS,1,NA,29,4,2990.927677,Genotype_10347
ENV5,2018DS,1,NA,28,4,4409.436494,Genotype_10266
ENV5,2018DS,1,NA,27,4,4251.654741,Genotype_10374
ENV5,2018DS,1,NA,26,4,4101.118068,Genotype_10743
ENV5,2018DS,1,NA,25,4,4641.185401,Genotype_10530
ENV5,2018DS,1,NA,24,4,4877.87064,Genotype_10480
ENV5,2018DS,1,NA,23,4,2852.658269,Genotype_10220
ENV5,2018DS,1,NA,22,4,3873.783493,Genotype_10767
ENV5,2018DS,1,NA,21,4,4222.335804,Genotype_10826
ENV5,2018DS,1,NA,20,4,3359.702842,Genotype_10462
ENV5,2018DS,1,NA,19,4,4878.51523,Genotype_10815
ENV5,2018DS,1,NA,18,4,4159.160171,Genotype_10654
ENV5,2018DS,1,NA,17,4,1325.581395,Genotype_10445
ENV5,2018DS,1,NA,16,4,1684.94186,Genotype_10439
ENV5,2018DS,1,NA,15,4,1045.190275,Genotype_10228
ENV5,2018DS,1,NA,14,4,2832.406471,Genotype_10705
ENV5,2018DS,1,NA,13,4,688.6226945,Genotype_10823
ENV5,2018DS,1,NA,12,4,6112.934449,Genotype_10996
ENV5,2018DS,1,NA,11,4,1384.806202,Genotype_10748
ENV4,2018DS,1,NA,42,2,2345.754052,Check4
ENV5,2018DS,1,NA,9,4,4171.467391,Genotype_10415
ENV5,2018DS,1,NA,8,4,2500.883152,Genotype_10390
ENV5,2018DS,1,NA,7,4,3449.633468,Genotype_10592
ENV5,2018DS,1,NA,6,4,1733.433536,Genotype_10799
ENV5,2018DS,1,NA,5,4,2778.156906,Genotype_10977
ENV5,2018DS,1,NA,4,4,3212.4677,Genotype_10375
ENV5,2018DS,1,NA,3,4,3499.296379,Genotype_10814
ENV5,2018DS,1,NA,2,4,2168.131043,Genotype_10970
ENV5,2018DS,1,NA,1,4,1911.417233,Genotype_10382
ENV5,2018DS,1,NA,1,5,2664.955131,Genotype_10707
ENV5,2018DS,1,NA,2,5,1810.194239,Genotype_10629
ENV5,2018DS,1,NA,3,5,1957.025194,Genotype_10941
ENV5,2018DS,1,NA,4,5,3036.730599,Genotype_10721
ENV5,2018DS,1,NA,5,5,2593.213713,Genotype_10483
ENV5,2018DS,1,NA,6,5,1842.573688,Genotype_10634
ENV5,2018DS,1,NA,7,5,1602.10921,Genotype_10290
ENV5,2018DS,1,NA,8,5,2995.125969,Genotype_10904
ENV5,2018DS,1,NA,9,5,3926.271365,Genotype_10847
ENV5,2018DS,1,NA,10,5,3681.095172,Genotype_10605
ENV5,2018DS,1,NA,11,5,3466.569767,Genotype_10615
ENV5,2018DS,1,NA,12,5,2528.260659,Genotype_10647
ENV5,2018DS,1,NA,13,5,4229.840748,Genotype_10211
ENV5,2018DS,1,NA,14,5,4416.246407,Genotype_10795
ENV5,2018DS,1,NA,15,5,3168.346253,Genotype_10251
ENV5,2018DS,1,NA,16,5,1580.727703,Genotype_10736
ENV5,2018DS,1,NA,17,5,4638.0182,Genotype_10994
ENV5,2018DS,1,NA,18,5,2380.329457,Genotype_10903
ENV5,2018DS,1,NA,19,5,1387.9413,Genotype_10222
ENV5,2018DS,1,NA,20,5,5076.679587,Genotype_10279
ENV5,2018DS,1,NA,21,5,5194.219961,Genotype_10361
ENV5,2018DS,1,NA,22,5,3358.45867,Genotype_10500
ENV5,2018DS,1,NA,23,5,3014.97416,Genotype_10626
ENV5,2018DS,1,NA,24,5,2806.489018,Genotype_10416
ENV5,2018DS,1,NA,25,5,6297.924039,Genotype_10850
ENV5,2018DS,1,NA,26,5,2207.441229,Genotype_10923
ENV5,2018DS,1,NA,27,5,3266.457961,Genotype_10578
ENV5,2018DS,1,NA,28,5,4208.160299,Genotype_10738
ENV5,2018DS,1,NA,29,5,3573.221614,Genotype_10980
ENV5,2018DS,1,NA,30,5,4331.264375,Genotype_10720
ENV5,2018DS,1,NA,31,5,2737.013397,Genotype_10912
ENV5,2018DS,1,NA,32,5,4176.846409,Genotype_10787
ENV5,2018DS,1,NA,33,5,1061.841085,Genotype_10706
ENV5,2018DS,1,NA,34,5,3742.814712,Genotype_10328
ENV5,2018DS,1,NA,35,5,5264.06408,Genotype_10595
ENV5,2018DS,1,NA,36,5,3866.773256,Genotype_11003
ENV5,2018DS,1,NA,37,5,5426.913233,Genotype_10928
ENV5,2018DS,1,NA,38,5,2742.144843,Genotype_10683
ENV5,2018DS,1,NA,39,5,3569.244502,Genotype_10895
ENV5,2018DS,1,NA,40,5,5093.895349,Genotype_10200
ENV5,2018DS,1,NA,41,5,2809.165527,Genotype_10947
ENV5,2018DS,1,NA,42,5,4547.860844,Genotype_10854
ENV5,2018DS,1,NA,43,5,1681.686047,Genotype_10424
ENV5,2018DS,1,NA,43,6,1716.838347,Genotype_10232
ENV5,2018DS,1,NA,42,6,3397.868217,Genotype_10389
ENV5,2018DS,1,NA,41,6,2067.040953,Genotype_10473
ENV5,2018DS,1,NA,40,6,1601.046512,Genotype_10254
ENV5,2018DS,1,NA,39,6,3049.810415,Genotype_10805
ENV5,2018DS,1,NA,38,6,3189.277363,Genotype_10455
ENV5,2018DS,1,NA,37,6,3664.662854,Genotype_10386
ENV5,2018DS,1,NA,36,6,5100.383338,Genotype_10363
ENV5,2018DS,1,NA,35,6,2761.027553,Genotype_10782
ENV4,2018DS,2,NA,48,6,2634.979621,Check4
ENV5,2018DS,1,NA,33,6,3428.385013,Genotype_10176
ENV5,2018DS,1,NA,32,6,4438.389472,Genotype_10184
ENV5,2018DS,1,NA,31,6,3898.950258,Genotype_10456
ENV5,2018DS,1,NA,30,6,2319.513926,Genotype_10684
ENV5,2018DS,1,NA,29,6,3434.714674,Genotype_10195
ENV5,2018DS,1,NA,28,6,3005.377907,Genotype_10835
ENV5,2018DS,1,NA,27,6,3474.93611,Genotype_10475
ENV5,2018DS,1,NA,26,6,1113.897331,Genotype_10162
ENV5,2018DS,1,NA,25,6,2967.063953,Genotype_10370
ENV5,2018DS,1,NA,24,6,1957.117248,Genotype_10327
ENV5,2018DS,1,NA,23,6,2684.566596,Genotype_10766
ENV5,2018DS,1,NA,22,6,4825.297017,Genotype_10419
ENV5,2018DS,1,NA,21,6,3387.296512,Genotype_10695
ENV5,2018DS,1,NA,20,6,3453.822674,Genotype_10173
ENV5,2018DS,1,NA,19,6,4443.997754,Genotype_10902
ENV5,2018DS,1,NA,18,6,2581.395349,Genotype_10198
ENV5,2018DS,1,NA,17,6,5199.278048,Genotype_10226
ENV5,2018DS,1,NA,16,6,4087.738562,Genotype_10186
ENV5,2018DS,1,NA,15,6,3693.731041,Genotype_10717
ENV5,2018DS,1,NA,14,6,3887.259858,Genotype_10431
ENV5,2018DS,1,NA,13,6,3745.368004,Genotype_10757
