Environment,Season,Replication,Block,Row,Col,Yield,Genotype
Env2,2018DS,2,NA,4,81,276.4758497,Genotype10164
Env2,2018DS,2,NA,4,80,92.03935599,Genotype10721
Env2,2018DS,2,NA,4,79,465.4144305,Genotype10401
Env2,2018DS,2,NA,4,78,892.0691711,Genotype10432
Env2,2018DS,2,NA,4,77,797.8533095,Genotype10362
Env2,2018DS,2,NA,4,76,2504.531902,Genotype10870
Env2,2018DS,2,NA,4,75,265.9511032,Genotype10277
Env2,2018DS,2,NA,4,74,737.5372689,Genotype10429
Env2,2018DS,2,NA,4,73,1921.854502,Genotype10456
Env2,2018DS,2,NA,4,72,881.9320215,Genotype10782
Env2,2018DS,2,NA,4,71,1533.243888,Genotype10829
Env2,2018DS,2,NA,4,70,606.2015504,Genotype10966
Env2,2018DS,2,NA,4,69,578.2647585,Genotype10707
Env2,2018DS,2,NA,4,68,1270.162493,Genotype10463
Env2,2018DS,2,NA,4,67,679.6958855,Genotype10814
Env2,2018DS,2,NA,4,66,576.5652952,Genotype10785
Env2,2018DS,2,NA,4,65,146.1091234,Genotype10359
Env2,2018DS,2,NA,4,64,217.9487179,Genotype10719
Env2,2018DS,2,NA,4,63,1526.893262,Genotype10169
Env2,2018DS,2,NA,4,62,1406.887299,Genotype10461
Env2,2018DS,2,NA,4,61,455.6350626,Genotype10752
Env2,2018DS,2,NA,4,60,550.9838998,Genotype10825
Env2,2018DS,2,NA,4,59,608.4302326,Genotype10886
Env2,2018DS,2,NA,4,58,179.4871795,Genotype10949
Env2,2018DS,2,NA,4,57,228.0113298,Genotype10251
Env2,2018DS,2,NA,4,56,531.3059034,Genotype10187
Env2,2018DS,2,NA,4,55,338.3273703,Genotype10816
Env2,2018DS,2,NA,4,54,309.8389982,Genotype10321
Env2,2018DS,2,NA,4,53,1211.031604,Genotype10306
Env2,2018DS,2,NA,4,52,1190.116279,Genotype10849
Env2,2018DS,2,NA,4,51,355.2176506,Genotype10560
Env2,2018DS,2,NA,4,50,190.6529517,Genotype10786
Env2,2018DS,2,NA,4,49,185.7483602,Genotype10173
Env2,2018DS,2,NA,4,48,393.5599284,Genotype10835
Env2,2018DS,2,NA,4,47,248.1216458,Genotype10647
Env2,2018DS,2,NA,4,46,263.5957066,Genotype10370
Env2,2018DS,2,NA,4,45,174.2248062,Genotype10767
Env2,2018DS,2,NA,4,44,361.0465116,Genotype10902
Env2,2018DS,2,NA,5,44,180.1132976,Genotype10389
Env2,2018DS,2,NA,5,45,471.1985689,Genotype10266
Env2,2018DS,2,NA,5,46,172.6744186,Genotype10690
Env2,2018DS,2,NA,5,47,216.935003,Genotype10500
Env2,2018DS,2,NA,5,48,297.6147883,Genotype10854
Env2,2018DS,2,NA,5,49,120.6171735,Genotype10717
Env2,2018DS,2,NA,5,50,560.822898,Genotype10911
Env2,2018DS,2,NA,5,51,469.0518784,Genotype10419
Env2,2018DS,2,NA,5,52,780.1580203,Genotype10390
Env2,2018DS,2,NA,5,53,425.0447227,Genotype10826
Env2,2018DS,2,NA,5,54,164.1472868,Genotype10770
Env2,2018DS,2,NA,5,55,839.2665474,Genotype10302
Env1,2018DS,2,NA,5,48,3262.344961,Check4
Env2,2018DS,2,NA,5,57,383.8998211,Genotype10417
Env2,2018DS,2,NA,5,58,827.4597496,Genotype10936
Env2,2018DS,2,NA,5,59,1045.251938,Genotype10795
Env2,2018DS,2,NA,5,60,100.6261181,Genotype10980
Env2,2018DS,2,NA,5,61,158.8550984,Genotype10659
Env2,2018DS,2,NA,5,62,783.2215265,Genotype10530
Env2,2018DS,2,NA,5,63,746.1836613,Genotype10457
Env2,2018DS,2,NA,5,64,1026.386404,Genotype10289
Env2,2018DS,2,NA,5,65,518.1872391,Genotype10963
Env2,2018DS,2,NA,5,66,735.4800239,Genotype10328
Env2,2018DS,2,NA,5,67,331.3953488,Genotype10508
Env2,2018DS,2,NA,5,68,2539.833035,Genotype10471
Env2,2018DS,2,NA,5,69,1407.155635,Genotype10220
Env2,2018DS,2,NA,5,70,1155.59034,Genotype10475
Env2,2018DS,2,NA,5,71,1210.330948,Genotype10594
Env2,2018DS,2,NA,5,72,945.6171735,Genotype10186
Env2,2018DS,2,NA,5,73,1260.375671,Genotype10493
Env2,2018DS,2,NA,5,74,1740.816935,Genotype10488
Env2,2018DS,2,NA,5,75,243.5897436,Genotype10994
Env2,2018DS,2,NA,5,76,321.2880143,Genotype10766
Env2,2018DS,2,NA,5,77,391.480322,Genotype10286
Env2,2018DS,2,NA,5,78,557.2450805,Genotype10639
Env2,2018DS,2,NA,5,79,1140.011926,Genotype10706
Env2,2018DS,2,NA,5,80,305.8437686,Genotype10290
Env2,2018DS,2,NA,5,81,520.915325,Genotype10941
Env2,2018DS,2,NA,5,82,669.7674419,Genotype10262
Env2,2018DS,2,NA,5,83,279.2486583,Genotype10352
Env2,2018DS,1,NA,6,4,3915.563506,Check4
Env2,2018DS,2,NA,5,85,749.6273107,Genotype10587
Env2,2018DS,2,NA,5,86,1129.516995,Genotype10588
Env2,2018DS,2,NA,6,86,486.9931425,Genotype10899
Env2,2018DS,2,NA,6,85,381.283542,Genotype10965
Env2,2018DS,2,NA,6,84,2097.383721,Genotype10823
Env2,2018DS,2,NA,6,83,541.480322,Genotype10590
Env2,2018DS,2,NA,6,82,967.3449612,Genotype10874
Env2,2018DS,2,NA,6,81,845.8184258,Genotype10755
Env2,2018DS,2,NA,3,63,2555.948122,Check4
Env2,2018DS,2,NA,6,79,120.4830054,Genotype10932
Env2,2018DS,2,NA,6,78,148.1216458,Genotype10674
Env2,2018DS,2,NA,6,77,600.2906977,Genotype10984
Env2,2018DS,2,NA,6,76,292.5462135,Genotype10757
Env2,2018DS,2,NA,6,75,2265.518784,Genotype10176
Env2,2018DS,2,NA,6,74,919.8643411,Genotype10685
Env2,2018DS,2,NA,6,73,409.9582588,Genotype10568
Env2,2018DS,2,NA,6,72,1079.516995,Genotype10697
Env2,2018DS,2,NA,6,71,912.3732856,Genotype10327
Env2,2018DS,2,NA,6,70,643.2915921,Genotype10367
Env2,2018DS,2,NA,6,69,843.9922481,Genotype10274
Env2,2018DS,2,NA,6,68,603.2200358,Genotype10478
Env2,2018DS,2,NA,6,67,359.391771,Genotype10928
Env2,2018DS,2,NA,6,66,488.6702445,Genotype10254
Env2,2018DS,2,NA,6,65,476.5652952,Genotype10701
Env2,2018DS,2,NA,6,64,298.8297555,Genotype10801
Env2,2018DS,2,NA,6,63,115.1162791,Genotype10228
Env2,2018DS,2,NA,6,62,493.6046512,Genotype10805
Env2,2018DS,2,NA,6,61,438.9758497,Genotype10371
Env2,2018DS,2,NA,6,60,118.6046512,Genotype10895
Env2,2018DS,2,NA,6,59,167.2629696,Genotype10955
Env2,2018DS,2,NA,6,58,381.9543828,Genotype10876
Env2,2018DS,2,NA,6,57,975.7006559,Genotype10421
Env2,2018DS,2,NA,6,56,1903.343023,Genotype10303
Env2,2018DS,2,NA,6,55,465.712582,Genotype10743
Env2,2018DS,2,NA,6,54,1338.32737,Genotype10961
Env2,2018DS,2,NA,6,53,568.716458,Genotype10455
Env2,2018DS,2,NA,6,52,361.1359571,Genotype10742
Env2,2018DS,2,NA,6,51,458.6314848,Genotype10392
Env2,2018DS,2,NA,6,50,796.7203339,Genotype10869
Env2,2018DS,2,NA,6,49,745.8556947,Genotype10853
Env2,2018DS,2,NA,6,48,784.1085271,Genotype10578
Env2,2018DS,2,NA,6,47,1008.750745,Genotype10430
Env2,2018DS,2,NA,6,46,512.5894454,Genotype10626
Env2,2018DS,2,NA,6,45,337.7683363,Genotype10288
Env2,2018DS,2,NA,6,44,762.6118068,Genotype10162
Env5,2018DS,1,NA,1,1,4101.95589,Genotype10965
Env5,2018DS,1,NA,2,1,3780.221253,Genotype10794
Env5,2018DS,1,NA,3,1,3933.832737,Genotype10856
Env5,2018DS,1,NA,4,1,3825.431255,Genotype10457
Env5,2018DS,1,NA,5,1,4467.588807,Genotype10633
Env5,2018DS,1,NA,6,1,5871.840243,Genotype10269
Env5,2018DS,1,NA,7,1,3188.920826,Genotype10472
Env5,2018DS,1,NA,8,1,4033.381783,Genotype10961
Env5,2018DS,1,NA,9,1,4558.938155,Genotype10943
Env5,2018DS,1,NA,10,1,4627.031689,Genotype10869
Env5,2018DS,1,NA,11,1,4030.868459,Genotype10273
Env5,2018DS,1,NA,12,1,5737.310415,Genotype10421
Env5,2018DS,1,NA,13,1,2593.023256,Genotype10224
Env5,2018DS,1,NA,14,1,3061.511628,Genotype10881
Env5,2018DS,1,NA,15,1,2256.730283,Genotype10853
Env5,2018DS,1,NA,16,1,3927.584681,Genotype10844
Env5,2018DS,1,NA,17,1,3990.568842,Genotype10299
Env5,2018DS,1,NA,18,1,2978.311426,Genotype10966
Env5,2018DS,1,NA,19,1,3803.344603,Genotype10762
Env5,2018DS,1,NA,20,1,5073.77907,Genotype10306
Env5,2018DS,1,NA,21,1,3805.871454,Genotype10588
Env5,2018DS,1,NA,22,1,5811.161843,Genotype10725
Env5,2018DS,1,NA,23,1,6009.8932,Genotype10785
Env5,2018DS,1,NA,24,1,5066.196916,Genotype10164
Env5,2018DS,1,NA,25,1,4824.317492,Genotype10392
Env5,2018DS,1,NA,26,1,3783.585061,Genotype10911
Env5,2018DS,1,NA,27,1,5190.849343,Genotype10690
Env5,2018DS,1,NA,28,1,2611.353359,Genotype10760
Env5,2018DS,1,NA,29,1,3966.089484,Genotype10770
Env5,2018DS,1,NA,30,1,4302.931202,Genotype10334
Env5,2018DS,1,NA,31,1,2106.248403,Genotype10742
Env5,2018DS,1,NA,32,1,3567.280362,Genotype10429
Env5,2018DS,1,NA,33,1,3861.040123,Genotype10674
Env5,2018DS,1,NA,34,1,2473.600818,Genotype10353
Env5,2018DS,1,NA,35,1,3603.992248,Genotype10582
Env5,2018DS,1,NA,36,1,3017.663043,Genotype10262
Env5,2018DS,1,NA,37,1,2308.951593,Genotype10886
Env5,2018DS,1,NA,38,1,4050.564017,Genotype10697
Env5,2018DS,1,NA,39,1,3622.093023,Genotype10704
Env5,2018DS,1,NA,40,1,4845.211475,Genotype10934
Env5,2018DS,1,NA,41,1,3938.964793,Genotype10499
Env5,2018DS,1,NA,42,1,2204.226421,Genotype10793
Env5,2018DS,1,NA,43,1,4659.331395,Genotype10274
Env5,2018DS,1,NA,43,2,3261.029412,Genotype10178
Env5,2018DS,1,NA,42,2,4201.838979,Genotype10503
Env5,2018DS,1,NA,41,2,2994.941229,Genotype10288
Env5,2018DS,1,NA,40,2,4537.23458,Genotype10395
Env5,2018DS,1,NA,39,2,6173.299419,Genotype10685
Env5,2018DS,1,NA,38,2,2212.860212,Genotype10413
Env5,2018DS,1,NA,37,2,4517.44186,Genotype10816
Env5,2018DS,1,NA,36,2,3647.936047,Genotype10417
Env5,2018DS,1,NA,35,2,3356.312292,Genotype10870
Env5,2018DS,1,NA,34,2,4500.214863,Genotype10489
Env5,2018DS,1,NA,33,2,4000.603514,Genotype10811
Env5,2018DS,1,NA,32,2,3409.694135,Genotype10984
Env5,2018DS,1,NA,31,2,3582.196382,Genotype10318
Env5,2018DS,1,NA,30,2,1779.538114,Genotype10321
Env5,2018DS,1,NA,29,2,4546.30168,Genotype10240
Env5,2018DS,1,NA,28,2,3376.847545,Genotype10531
Env5,2018DS,1,NA,27,2,1336.321059,Genotype10801
Env5,2018DS,1,NA,26,2,4155.087209,Genotype10270
Env5,2018DS,1,NA,25,2,4071.758089,Genotype10775
Env5,2018DS,1,NA,24,2,4016.100179,Genotype10436
Env5,2018DS,1,NA,23,2,945.9270728,Genotype10303
Env5,2018DS,1,NA,22,2,4215.434432,Genotype10289
Env5,2018DS,1,NA,21,2,3134.292636,Genotype10755
Env5,2018DS,1,NA,1,2,6140.947295,Check4
Env5,2018DS,1,NA,19,2,3262.983443,Genotype10719
Env5,2018DS,1,NA,18,2,2451.001643,Genotype10930
Env5,2018DS,1,NA,17,2,3764.045121,Genotype10932
Env5,2018DS,1,NA,16,2,3291.592129,Genotype10545
Env5,2018DS,1,NA,15,2,5301.124874,Genotype10248
Env5,2018DS,1,NA,14,2,1212.876292,Genotype10596
Env5,2018DS,1,NA,13,2,2055.09839,Genotype10388
Env5,2018DS,1,NA,12,2,3038.66753,Genotype10899
Env5,2018DS,1,NA,11,2,3132.062058,Genotype10876
Env5,2018DS,1,NA,10,2,4527.072801,Genotype10400
Env5,2018DS,1,NA,9,2,2366.452856,Genotype10295
Env5,2018DS,1,NA,8,2,4185.392442,Genotype10444
Env5,2018DS,1,NA,7,2,2691.821705,Genotype10359
Env5,2018DS,1,NA,6,2,5677.600307,Genotype10508
Env5,2018DS,1,NA,5,2,1431.416344,Genotype10292
Env5,2018DS,1,NA,4,2,5627.188307,Genotype10478
Env5,2018DS,1,NA,3,2,2679.628801,Genotype10639
Env5,2018DS,1,NA,2,2,2940.915698,Genotype10302
Env5,2018DS,2,NA,80,1,6088.725986,Check4
Env5,2018DS,1,NA,1,3,3383.559064,Genotype10488
Env5,2018DS,1,NA,2,3,2707.211538,Genotype10340
Env5,2018DS,1,NA,3,3,3174.500758,Genotype10337
Env5,2018DS,1,NA,4,3,1961.893327,Genotype10610
Env5,2018DS,1,NA,5,3,1357.094638,Genotype10371
Env5,2018DS,1,NA,6,3,2822.932817,Genotype10630
Env5,2018DS,1,NA,7,3,1534.442544,Genotype10659
Env5,2018DS,1,NA,8,3,1717.619509,Genotype10560
Env5,2018DS,1,NA,9,3,2272.706363,Genotype10752
Env5,2018DS,1,NA,10,3,4200.26542,Genotype10401
Env5,2018DS,1,NA,11,3,2674.081587,Genotype10516
Env5,2018DS,1,NA,12,3,2705.943152,Genotype10849
Env5,2018DS,1,NA,13,3,3994.32009,Genotype10467
Env5,2018DS,1,NA,14,3,3459.137597,Genotype10813
Env5,2018DS,1,NA,15,3,2952.317506,Genotype10925
Env5,2018DS,1,NA,16,3,4342.324949,Genotype10598
Env5,2018DS,1,NA,17,3,2426.526961,Genotype10796
Env5,2018DS,1,NA,18,3,2331.305903,Genotype10309
Env5,2018DS,1,NA,19,3,1988.372093,Genotype10286
Env5,2018DS,1,NA,20,3,2923.518074,Genotype10493
Env5,2018DS,1,NA,21,3,2651.397962,Genotype10367
Env3,2018DS,1,NA,42,4,4213.143314,Check4
Env3,2018DS,2,NA,79,3,2230.174419,Check4
Env5,2018DS,1,NA,24,3,4151.655713,Genotype10960
Env5,2018DS,1,NA,25,3,3933.995478,Genotype10611
Env5,2018DS,1,NA,26,3,1448.850129,Genotype10955
Env5,2018DS,1,NA,27,3,841.5966254,Genotype10949
Env5,2018DS,1,NA,28,3,2180.112487,Genotype10448
Env5,2018DS,1,NA,29,3,3879.543731,Genotype10587
Env5,2018DS,1,NA,30,3,3906.592834,Genotype10463
Env5,2018DS,1,NA,31,3,3981.095172,Genotype10829
Env5,2018DS,1,NA,32,3,2985.319767,Genotype10825
Env5,2018DS,1,NA,33,3,3687.028424,Genotype10673
Env5,2018DS,1,NA,34,3,2874.60819,Genotype10277
Env5,2018DS,1,NA,35,3,6091.881004,Genotype10667
Env5,2018DS,1,NA,36,3,2746.795866,Genotype10963
Env5,2018DS,1,NA,37,3,625.0528541,Genotype10590
Env5,2018DS,1,NA,38,3,5130.682824,Genotype10471
Env5,2018DS,1,NA,39,3,3737.411527,Genotype10515
Env5,2018DS,1,NA,40,3,4960.736855,Genotype10985
Env5,2018DS,1,NA,41,3,4670.843023,Genotype10555
Env5,2018DS,1,NA,42,3,4630.773579,Genotype10372
Env5,2018DS,1,NA,43,3,4348.18314,Genotype10589
Env5,2018DS,1,NA,43,4,3563.991405,Genotype10346
Env5,2018DS,1,NA,42,4,2038.892376,Genotype10441
Env5,2018DS,1,NA,41,4,4161.069121,Genotype10352
Env5,2018DS,1,NA,40,4,3273.982558,Genotype10874
Env5,2018DS,1,NA,39,4,1981.51226,Genotype10714
Env5,2018DS,1,NA,38,4,3680.513672,Genotype10485
Env5,2018DS,1,NA,37,4,3401.229005,Genotype10187
Env5,2018DS,1,NA,36,4,2767.332041,Genotype10311
Env5,2018DS,1,NA,35,4,1423.148382,Genotype10496
Env5,2018DS,1,NA,34,4,3405.123946,Genotype10169
Env5,2018DS,1,NA,33,4,3588.139535,Genotype10461
Env5,2018DS,1,NA,32,4,3243.507752,Genotype10298
Env5,2018DS,1,NA,31,4,2899.954272,Genotype10594
Env5,2018DS,1,NA,30,4,3148.541667,Genotype10568
Env5,2018DS,1,NA,29,4,2990.927677,Genotype10347
Env5,2018DS,1,NA,28,4,4409.436494,Genotype10266
Env5,2018DS,1,NA,27,4,4251.654741,Genotype10374
Env5,2018DS,1,NA,26,4,4101.118068,Genotype10743
Env5,2018DS,1,NA,25,4,4641.185401,Genotype10530
Env5,2018DS,1,NA,24,4,4877.87064,Genotype10480
Env5,2018DS,1,NA,23,4,2852.658269,Genotype10220
Env5,2018DS,1,NA,22,4,3873.783493,Genotype10767
Env5,2018DS,1,NA,21,4,4222.335804,Genotype10826
Env5,2018DS,1,NA,20,4,3359.702842,Genotype10462
Env5,2018DS,1,NA,19,4,4878.51523,Genotype10815
Env5,2018DS,1,NA,18,4,4159.160171,Genotype10654
Env5,2018DS,1,NA,17,4,1325.581395,Genotype10445
Env5,2018DS,1,NA,16,4,1684.94186,Genotype10439
Env5,2018DS,1,NA,15,4,1045.190275,Genotype10228
Env5,2018DS,1,NA,14,4,2832.406471,Genotype10705
Env5,2018DS,1,NA,13,4,688.6226945,Genotype10823
Env5,2018DS,1,NA,12,4,6112.934449,Genotype10996
Env5,2018DS,1,NA,11,4,1384.806202,Genotype10748
Env4,2018DS,1,NA,42,2,2345.754052,Check4
Env5,2018DS,1,NA,9,4,4171.467391,Genotype10415
Env5,2018DS,1,NA,8,4,2500.883152,Genotype10390
Env5,2018DS,1,NA,7,4,3449.633468,Genotype10592
Env5,2018DS,1,NA,6,4,1733.433536,Genotype10799
Env5,2018DS,1,NA,5,4,2778.156906,Genotype10977
Env5,2018DS,1,NA,4,4,3212.4677,Genotype10375
Env5,2018DS,1,NA,3,4,3499.296379,Genotype10814
Env5,2018DS,1,NA,2,4,2168.131043,Genotype10970
Env5,2018DS,1,NA,1,4,1911.417233,Genotype10382
Env5,2018DS,1,NA,1,5,2664.955131,Genotype10707
Env5,2018DS,1,NA,2,5,1810.194239,Genotype10629
Env5,2018DS,1,NA,3,5,1957.025194,Genotype10941
Env5,2018DS,1,NA,4,5,3036.730599,Genotype10721
Env5,2018DS,1,NA,5,5,2593.213713,Genotype10483
Env5,2018DS,1,NA,6,5,1842.573688,Genotype10634
Env5,2018DS,1,NA,7,5,1602.10921,Genotype10290
Env5,2018DS,1,NA,8,5,2995.125969,Genotype10904
Env5,2018DS,1,NA,9,5,3926.271365,Genotype10847
Env5,2018DS,1,NA,10,5,3681.095172,Genotype10605
Env5,2018DS,1,NA,11,5,3466.569767,Genotype10615
Env5,2018DS,1,NA,12,5,2528.260659,Genotype10647
Env5,2018DS,1,NA,13,5,4229.840748,Genotype10211
Env5,2018DS,1,NA,14,5,4416.246407,Genotype10795
Env5,2018DS,1,NA,15,5,3168.346253,Genotype10251
Env5,2018DS,1,NA,16,5,1580.727703,Genotype10736
Env5,2018DS,1,NA,17,5,4638.0182,Genotype10994
Env5,2018DS,1,NA,18,5,2380.329457,Genotype10903
Env5,2018DS,1,NA,19,5,1387.9413,Genotype10222
Env5,2018DS,1,NA,20,5,5076.679587,Genotype10279
Env5,2018DS,1,NA,21,5,5194.219961,Genotype10361
Env5,2018DS,1,NA,22,5,3358.45867,Genotype10500
Env5,2018DS,1,NA,23,5,3014.97416,Genotype10626
Env5,2018DS,1,NA,24,5,2806.489018,Genotype10416
Env5,2018DS,1,NA,25,5,6297.924039,Genotype10850
Env5,2018DS,1,NA,26,5,2207.441229,Genotype10923
Env5,2018DS,1,NA,27,5,3266.457961,Genotype10578
Env5,2018DS,1,NA,28,5,4208.160299,Genotype10738
Env5,2018DS,1,NA,29,5,3573.221614,Genotype10980
Env5,2018DS,1,NA,30,5,4331.264375,Genotype10720
Env5,2018DS,1,NA,31,5,2737.013397,Genotype10912
Env5,2018DS,1,NA,32,5,4176.846409,Genotype10787
Env5,2018DS,1,NA,33,5,1061.841085,Genotype10706
Env5,2018DS,1,NA,34,5,3742.814712,Genotype10328
Env5,2018DS,1,NA,35,5,5264.06408,Genotype10595
Env5,2018DS,1,NA,36,5,3866.773256,Genotype11003
Env5,2018DS,1,NA,37,5,5426.913233,Genotype10928
Env5,2018DS,1,NA,38,5,2742.144843,Genotype10683
Env5,2018DS,1,NA,39,5,3569.244502,Genotype10895
Env5,2018DS,1,NA,40,5,5093.895349,Genotype10200
Env5,2018DS,1,NA,41,5,2809.165527,Genotype10947
Env5,2018DS,1,NA,42,5,4547.860844,Genotype10854
Env5,2018DS,1,NA,43,5,1681.686047,Genotype10424
Env5,2018DS,1,NA,43,6,1716.838347,Genotype10232
Env5,2018DS,1,NA,42,6,3397.868217,Genotype10389
Env5,2018DS,1,NA,41,6,2067.040953,Genotype10473
Env5,2018DS,1,NA,40,6,1601.046512,Genotype10254
Env5,2018DS,1,NA,39,6,3049.810415,Genotype10805
Env5,2018DS,1,NA,38,6,3189.277363,Genotype10455
Env5,2018DS,1,NA,37,6,3664.662854,Genotype10386
Env5,2018DS,1,NA,36,6,5100.383338,Genotype10363
Env5,2018DS,1,NA,35,6,2761.027553,Genotype10782
Env4,2018DS,2,NA,48,6,2634.979621,Check4
Env5,2018DS,1,NA,33,6,3428.385013,Genotype10176
Env5,2018DS,1,NA,32,6,4438.389472,Genotype10184
Env5,2018DS,1,NA,31,6,3898.950258,Genotype10456
Env5,2018DS,1,NA,30,6,2319.513926,Genotype10684
Env5,2018DS,1,NA,29,6,3434.714674,Genotype10195
Env5,2018DS,1,NA,28,6,3005.377907,Genotype10835
Env5,2018DS,1,NA,27,6,3474.93611,Genotype10475
Env5,2018DS,1,NA,26,6,1113.897331,Genotype10162
Env5,2018DS,1,NA,25,6,2967.063953,Genotype10370
Env5,2018DS,1,NA,24,6,1957.117248,Genotype10327
Env5,2018DS,1,NA,23,6,2684.566596,Genotype10766
Env5,2018DS,1,NA,22,6,4825.297017,Genotype10419
Env5,2018DS,1,NA,21,6,3387.296512,Genotype10695
Env5,2018DS,1,NA,20,6,3453.822674,Genotype10173
Env5,2018DS,1,NA,19,6,4443.997754,Genotype10902
Env5,2018DS,1,NA,18,6,2581.395349,Genotype10198
Env5,2018DS,1,NA,17,6,5199.278048,Genotype10226
Env5,2018DS,1,NA,16,6,4087.738562,Genotype10186
Env5,2018DS,1,NA,15,6,3693.731041,Genotype10717
Env5,2018DS,1,NA,14,6,3887.259858,Genotype10431
Env5,2018DS,1,NA,13,6,3745.368004,Genotype10757
Env5,2018DS,1,NA,12,6,3567.141253,Genotype10175
Env5,2018DS,1,NA,11,6,3244.097573,Genotype10297
Env5,2018DS,1,NA,10,6,2313.444767,Genotype10432
Env5,2018DS,1,NA,9,6,2808.252221,Genotype10354
Env5,2018DS,1,NA,8,6,1840.116279,Genotype10701
Env5,2018DS,1,NA,7,6,4092.467139,Genotype10362
Env5,2018DS,1,NA,6,6,3918.588852,Genotype10430
Env5,2018DS,1,NA,5,6,2194.727945,Genotype10936
Env5,2018DS,1,NA,4,6,5206.572295,Genotype10937
Env5,2018DS,1,NA,3,6,3423.517442,Genotype10919
Env5,2018DS,1,NA,2,6,3767.086563,Genotype10411
Env5,2018DS,1,NA,1,6,2070.833333,Genotype10786
Env5,2018DS,2,NA,44,1,2735.788114,Genotype10748
Env5,2018DS,2,NA,45,1,4629.970298,Genotype10899
Env5,2018DS,2,NA,46,1,2613.15407,Genotype10823
Env1,2018DS,1,NA,4,2,2349.767442,Check5
Env5,2018DS,2,NA,48,1,5441.592377,Genotype10279
Env5,2018DS,2,NA,49,1,6394.685288,Genotype10850
Env5,2018DS,2,NA,50,1,2060.084973,Genotype10955
Env5,2018DS,2,NA,51,1,3488.80814,Genotype10346
Env5,2018DS,2,NA,52,1,3796.540378,Genotype10870
Env5,2018DS,2,NA,53,1,4870.879121,Genotype11003
Env5,2018DS,2,NA,54,1,3757.92231,Genotype10499
Env5,2018DS,2,NA,55,1,3966.075581,Genotype10362
Env5,2018DS,2,NA,56,1,5211.203041,Genotype10985
Env5,2018DS,2,NA,57,1,3051.063689,Genotype10639
Env5,2018DS,2,NA,58,1,1928.51049,Genotype10371
Env5,2018DS,2,NA,59,1,2998.70801,Genotype10430
Env5,2018DS,2,NA,60,1,2687.063953,Genotype10545
Env5,2018DS,2,NA,61,1,2895.604396,Genotype10984
Env5,2018DS,2,NA,62,1,5345.374393,Genotype10226
Env5,2018DS,2,NA,63,1,4642.667959,Genotype10444
Env5,2018DS,2,NA,64,1,4197.889282,Genotype10605
Env5,2018DS,2,NA,65,1,4086.343529,Genotype10531
Env5,2018DS,2,NA,66,1,4953.804348,Genotype10200
Env5,2018DS,2,NA,67,1,2846.966052,Genotype10568
Env5,2018DS,2,NA,68,1,4591.234347,Genotype10515
Env1,2018DS,2,NA,2,48,3064.405685,Check5
Env5,2018DS,2,NA,70,1,2057.665571,Genotype10560
Env5,2018DS,2,NA,71,1,4894.391431,Genotype10589
Env5,2018DS,2,NA,72,1,2665.780731,Genotype10176
Env5,2018DS,2,NA,73,1,5192.83999,Genotype10401
Env5,2018DS,2,NA,74,1,2228.827519,Genotype10311
Env5,2018DS,2,NA,75,1,3745.478036,Genotype10813
Env5,2018DS,2,NA,76,1,3313.631193,Genotype10251
Env5,2018DS,2,NA,77,1,3758.650652,Genotype10816
Env5,2018DS,2,NA,78,1,2621.631137,Genotype10388
Env5,2018DS,2,NA,79,1,3958.323643,Genotype10598
Env2,2018DS,1,NA,3,35,525.6410256,Check5
Env5,2018DS,2,NA,81,1,2078.025899,Genotype10801
Env5,2018DS,2,NA,82,1,3231.761881,Genotype10375
Env5,2018DS,2,NA,83,1,3194.315245,Genotype10173
Env5,2018DS,2,NA,84,1,4609.481216,Genotype10673
Env5,2018DS,2,NA,85,1,4689.964611,Genotype10787
Env2,2018DS,2,NA,6,80,264.6541443,Check5
Env5,2018DS,2,NA,86,2,3237.906977,Genotype10175
Env5,2018DS,2,NA,85,2,2403.526706,Genotype10290
Env5,2018DS,2,NA,84,2,4159.915319,Genotype10240
Env5,2018DS,2,NA,83,2,2767.745336,Genotype10340
Env5,2018DS,2,NA,82,2,3489.969333,Genotype10633
Env5,2018DS,2,NA,81,2,5131.926188,Genotype10835
Env5,2018DS,2,NA,80,2,2235.644007,Genotype10629
Env5,2018DS,2,NA,79,2,5727.165857,Genotype10996
Env5,2018DS,2,NA,78,2,1815.157356,Genotype10736
Env5,2018DS,2,NA,77,2,1969.153747,Genotype10923
Env5,2018DS,2,NA,76,2,6595.551062,Genotype10419
Env5,2018DS,1,NA,23,3,5689.914406,Check5
Env5,2018DS,2,NA,74,2,3450.830565,Genotype10455
Env5,2018DS,2,NA,73,2,4554.919499,Genotype10372
Env5,2018DS,2,NA,72,2,1339.261286,Genotype10496
Env5,2018DS,2,NA,71,2,3468.329926,Genotype10473
Env5,2018DS,2,NA,70,2,854.7533861,Genotype10222
Env5,2018DS,2,NA,69,2,3787.50323,Genotype10695
Env5,2018DS,2,NA,68,2,2072.093023,Genotype10683
Env5,2018DS,2,NA,67,2,1241.860465,Genotype10742
Env5,2018DS,2,NA,66,2,3938.447927,Genotype10766
Env5,2018DS,2,NA,65,2,2278.246124,Genotype10767
Env5,2018DS,2,NA,64,2,1448.372093,Genotype10659
Env5,2018DS,2,NA,63,2,1638.940568,Genotype10354
Env5,2018DS,2,NA,62,2,4453.993933,Genotype10937
Env5,2018DS,2,NA,61,2,3147.182469,Genotype10461
Env5,2018DS,2,NA,60,2,5542.635659,Genotype10994
